,Regiao_Geografica,Unidade_da_Federacao,Municipio,Codigo_do_Municipio,Matriculas_Total,Matriculas_Fem_Total,MF_Nao_Declarada,MF_Branca,MF_Preta,MF_Parda,MF_Amarela,MF_Indigena,Matriculas_Masc_Total,MM_Nao_Declarada,MM_Branca,MM_Preta,MM_Parda,MM_Amarela,MM_Indigena
2868,Sudeste ,Minas Gerais ,Pirajuba ,3150703,1407,710,30,259,33,387,1,0,697,21,246,34,395,1,0
2869,Sudeste ,Minas Gerais ,Piranga ,3150802,2634,1265,439,215,87,524,0,0,1369,450,270,111,537,0,1
2870,Sudeste ,Minas Gerais ,Piranguçu ,3150901,1023,494,15,407,10,62,0,0,529,23,437,9,60,0,0
2871,Sudeste ,Minas Gerais ,Piranguinho ,3151008,1790,864,62,620,15,165,1,1,926,85,628,18,193,2,0
2872,Sudeste ,Minas Gerais ,Pirapetinga ,3151107,2117,1032,217,372,111,329,3,0,1085,217,398,148,312,8,2
2873,Sudeste ,Minas Gerais ,Pirapora ,3151206,13559,6698,712,1007,416,4532,28,3,6861,849,1049,419,4511,27,6
2874,Sudeste ,Minas Gerais ,Piraúba ,3151305,2197,1045,84,441,103,415,1,1,1152,93,457,130,470,1,1
2875,Sudeste ,Minas Gerais ,Pitangui ,3151404,5349,2647,1336,701,79,525,4,2,2702,1448,637,79,531,4,3
2876,Sudeste ,Minas Gerais ,Piumhi ,3151503,7146,3486,546,1850,151,935,4,0,3660,618,1928,171,937,4,2
2877,Sudeste ,Minas Gerais ,Planura ,3151602,2339,1142,580,317,7,235,3,0,1197,659,274,11,251,1,1
2878,Sudeste ,Minas Gerais ,Poço Fundo ,3151701,2639,1351,149,844,71,286,1,0,1288,145,782,60,300,1,0
2879,Sudeste ,Minas Gerais ,Poços de Caldas ,3151800,33113,16354,1496,11026,790,3016,18,8,16759,1589,11196,785,3154,26,9
2880,Sudeste ,Minas Gerais ,Pocrane ,3151909,1405,671,20,331,21,298,1,0,734,22,341,28,341,2,0
2881,Sudeste ,Minas Gerais ,Pompéu ,3152006,6698,3338,156,900,281,1955,41,5,3360,187,924,259,1940,40,10
2882,Sudeste ,Minas Gerais ,Ponte Nova ,3152105,13729,6973,682,2113,815,3297,56,10,6756,744,2127,745,3088,47,5
2883,Sudeste ,Minas Gerais ,Ponto Chique ,3152131,960,455,5,74,50,326,0,0,505,4,81,55,365,0,0
2884,Sudeste ,Minas Gerais ,Ponto dos Volantes ,3152170,2526,1224,107,110,18,988,1,0,1302,120,133,9,1038,2,0
2885,Sudeste ,Minas Gerais ,Porteirinha ,3152204,8194,4101,549,882,134,2531,5,0,4093,616,926,126,2419,4,2
2886,Sudeste ,Minas Gerais ,Porto Firme ,3152303,1614,790,24,254,76,435,1,0,824,17,277,83,447,0,0
2887,Sudeste ,Minas Gerais ,Poté ,3152402,2816,1374,30,259,76,1006,3,0,1442,28,269,76,1068,1,0
2888,Sudeste ,Minas Gerais ,Pouso Alegre ,3152501,38477,19234,2202,12692,749,3554,31,6,19243,2459,12408,726,3604,42,4
2889,Sudeste ,Minas Gerais ,Pouso Alto ,3152600,1068,531,92,322,12,105,0,0,537,71,318,13,135,0,0
2890,Sudeste ,Minas Gerais ,Prados ,3152709,1520,763,112,292,30,328,1,0,757,99,306,15,337,0,0
2891,Sudeste ,Minas Gerais ,Prata ,3152808,5764,2931,355,1234,155,1175,10,2,2833,351,1155,157,1166,3,1
2892,Sudeste ,Minas Gerais ,Pratápolis ,3152907,1339,629,172,316,9,132,0,0,710,209,355,12,134,0,0
2893,Sudeste ,Minas Gerais ,Pratinha ,3153004,766,362,54,147,0,85,76,0,404,66,162,5,95,76,0
2894,Sudeste ,Minas Gerais ,Presidente Bernardes ,3153103,847,432,29,167,31,205,0,0,415,47,144,30,194,0,0
2895,Sudeste ,Minas Gerais ,Presidente Juscelino ,3153202,665,349,2,49,4,292,2,0,316,10,35,7,264,0,0
2896,Sudeste ,Minas Gerais ,Presidente Kubitschek ,3153301,944,455,39,93,19,304,0,0,489,47,91,35,316,0,0
2897,Sudeste ,Minas Gerais ,Presidente Olegário ,3153400,3428,1604,163,721,33,678,0,9,1824,202,819,30,759,4,10
2898,Sudeste ,Minas Gerais ,Prudente de Morais ,3153608,2329,1125,61,230,68,755,11,0,1204,88,276,70,764,6,0
2899,Sudeste ,Minas Gerais ,Quartel Geral ,3153707,617,286,102,114,15,55,0,0,331,110,132,20,69,0,0
2900,Sudeste ,Minas Gerais ,Queluzito ,3153806,305,162,4,74,13,68,3,0,143,9,72,10,50,2,0
2901,Sudeste ,Minas Gerais ,Raposos ,3153905,2829,1366,410,227,75,647,7,0,1463,478,222,59,692,12,0
2902,Sudeste ,Minas Gerais ,Raul Soares ,3154002,4394,2165,86,740,124,1202,13,0,2229,78,753,119,1273,6,0
2903,Sudeste ,Minas Gerais ,Recreio ,3154101,1543,766,101,281,107,271,6,0,777,94,295,98,285,4,1
2904,Sudeste ,Minas Gerais ,Reduto ,3154150,1713,850,141,286,47,375,1,0,863,125,263,49,424,2,0
2905,Sudeste ,Minas Gerais ,Resende Costa ,3154200,1920,925,461,284,31,149,0,0,995,470,318,38,168,1,0
2906,Sudeste ,Minas Gerais ,Resplendor ,3154309,3024,1526,157,399,62,833,1,74,1498,161,395,66,807,3,66
2907,Sudeste ,Minas Gerais ,Ressaquinha ,3154408,795,370,83,159,7,121,0,0,425,83,200,14,128,0,0
2908,Sudeste ,Minas Gerais ,Riachinho ,3154457,1542,751,37,175,48,480,11,0,791,32,145,45,560,8,1
2909,Sudeste ,Minas Gerais ,Riacho dos Machados ,3154507,1756,846,74,165,13,591,3,0,910,74,200,8,628,0,0
2910,Sudeste ,Minas Gerais ,Ribeirão das Neves ,3154606,71058,34797,7648,5676,2477,18830,136,30,36261,8021,5682,2514,19870,147,27
2911,Sudeste ,Minas Gerais ,Ribeirão Vermelho ,3154705,753,386,13,166,30,177,0,0,367,23,150,38,156,0,0
2912,Sudeste ,Minas Gerais ,Rio Acima ,3154804,1983,989,173,222,71,517,4,2,994,142,229,75,540,6,2
2913,Sudeste ,Minas Gerais ,Rio Casca ,3154903,2488,1299,58,329,110,793,9,0,1189,51,312,108,709,7,2
2914,Sudeste ,Minas Gerais ,Rio do Prado ,3155108,965,475,24,69,8,373,0,1,490,14,85,10,380,1,0
2915,Sudeste ,Minas Gerais ,Rio Doce ,3155009,484,244,32,79,19,113,1,0,240,33,69,9,128,1,0
2916,Sudeste ,Minas Gerais ,Rio Espera ,3155207,690,334,8,173,21,131,1,0,356,10,186,14,146,0,0
2917,Sudeste ,Minas Gerais ,Rio Manso ,3155306,791,387,115,157,17,98,0,0,404,122,168,15,99,0,0
2918,Sudeste ,Minas Gerais ,Rio Novo ,3155405,1465,754,77,332,111,231,2,1,711,58,325,96,231,1,0
2919,Sudeste ,Minas Gerais ,Rio Paranaíba ,3155504,2809,1401,105,681,39,576,0,0,1408,126,618,51,611,2,0
2920,Sudeste ,Minas Gerais ,Rio Pardo de Minas ,3155603,5531,2783,592,669,8,1512,2,0,2748,598,664,12,1473,0,1
2921,Sudeste ,Minas Gerais ,Rio Piracicaba ,3155702,2758,1388,188,346,156,687,10,1,1370,174,333,179,672,10,2
2922,Sudeste ,Minas Gerais ,Rio Pomba ,3155801,3812,1974,121,954,184,708,5,2,1838,119,900,165,648,5,1
2923,Sudeste ,Minas Gerais ,Rio Preto ,3155900,747,364,28,162,32,141,1,0,383,32,193,27,130,0,1
2924,Sudeste ,Minas Gerais ,Rio Vermelho ,3156007,2536,1237,118,101,44,968,6,0,1299,114,99,37,1042,6,1
2925,Sudeste ,Minas Gerais ,Ritápolis ,3156106,772,373,177,121,8,67,0,0,399,178,136,6,79,0,0
2926,Sudeste ,Minas Gerais ,Rochedo de Minas ,3156205,509,254,139,49,15,50,1,0,255,155,41,11,48,0,0
2927,Sudeste ,Minas Gerais ,Rodeiro ,3156304,1716,834,64,378,80,311,1,0,882,74,392,74,339,2,1
2928,Sudeste ,Minas Gerais ,Romaria ,3156403,661,311,37,176,3,90,5,0,350,60,169,10,110,1,0
2929,Sudeste ,Minas Gerais ,Rosário da Limeira ,3156452,968,470,45,222,17,186,0,0,498,56,236,20,185,1,0
2930,Sudeste ,Minas Gerais ,Rubelita ,3156502,1333,629,66,54,6,503,0,0,704,95,45,6,553,2,3
2931,Sudeste ,Minas Gerais ,Rubim ,3156601,1817,902,74,118,21,689,0,0,915,63,116,16,719,1,0
2932,Sudeste ,Minas Gerais ,Sabará ,3156700,23966,11765,2776,1963,970,6001,46,9,12201,2817,2043,1074,6216,40,11
2933,Sudeste ,Minas Gerais ,Sabinópolis ,3156809,3362,1707,304,188,142,1069,4,0,1655,296,164,140,1049,6,0
2934,Sudeste ,Minas Gerais ,Sacramento ,3156908,5872,2973,165,1739,140,926,3,0,2899,199,1621,158,912,9,0
2935,Sudeste ,Minas Gerais ,Salinas ,3157005,8127,4071,217,1070,75,2689,19,1,4056,247,997,59,2730,22,1
2936,Sudeste ,Minas Gerais ,Salto da Divisa ,3157104,1454,711,81,143,34,450,3,0,743,105,134,31,468,3,2
2937,Sudeste ,Minas Gerais ,Santa Bárbara ,3157203,6558,3188,753,577,267,1576,15,0,3370,822,589,274,1671,14,0
2938,Sudeste ,Minas Gerais ,Santa Bárbara do Leste ,3157252,1637,801,32,266,26,476,1,0,836,37,254,40,504,1,0
2939,Sudeste ,Minas Gerais ,Santa Bárbara do Monte Verde ,3157278,661,319,95,128,22,74,0,0,342,108,136,21,77,0,0
2940,Sudeste ,Minas Gerais ,Santa Bárbara do Tugúrio ,3157302,750,385,14,217,12,142,0,0,365,9,174,8,173,1,0
2941,Sudeste ,Minas Gerais ,Santa Cruz de Minas ,3157336,956,439,178,123,14,124,0,0,517,192,152,21,151,1,0
2942,Sudeste ,Minas Gerais ,Santa Cruz de Salinas ,3157377,869,413,21,57,7,326,1,1,456,23,68,3,360,1,1
2943,Sudeste ,Minas Gerais ,Santa Cruz do Escalvado ,3157401,722,342,38,94,21,182,7,0,380,55,82,31,209,3,0
2944,Sudeste ,Minas Gerais ,Santa Efigênia de Minas ,3157500,801,394,19,68,11,296,0,0,407,21,93,17,274,2,0
2945,Sudeste ,Minas Gerais ,Santa Fé de Minas ,3157609,729,339,24,26,27,261,1,0,390,17,23,19,328,3,0
2946,Sudeste ,Minas Gerais ,Santa Helena de Minas ,3157658,1569,791,20,74,18,428,0,251,778,18,61,9,418,2,270
2947,Sudeste ,Minas Gerais ,Santa Juliana ,3157708,3358,1650,128,809,61,649,3,0,1708,119,798,98,689,3,1
2948,Sudeste ,Minas Gerais ,Santa Luzia ,3157807,47747,23651,3223,4492,2178,13663,76,19,24096,3344,4507,2097,14051,78,19
2949,Sudeste ,Minas Gerais ,Santa Margarida ,3157906,3685,1814,34,679,167,929,3,2,1871,41,680,177,964,9,0
2950,Sudeste ,Minas Gerais ,Santa Maria de Itabira ,3158003,2161,1052,55,119,174,703,1,0,1109,69,127,164,745,4,0
2951,Sudeste ,Minas Gerais ,Santa Maria do Salto ,3158102,976,493,301,17,2,171,2,0,483,288,23,5,162,4,1
2952,Sudeste ,Minas Gerais ,Santa Maria do Suaçuí ,3158201,3096,1568,114,233,57,1160,3,1,1528,138,224,50,1110,4,2
2953,Sudeste ,Minas Gerais ,Santa Rita de Caldas ,3159209,1246,604,21,478,20,85,0,0,642,25,504,19,94,0,0
2954,Sudeste ,Minas Gerais ,Santa Rita de Ibitipoca ,3159407,640,304,22,191,14,77,0,0,336,36,218,17,65,0,0
2955,Sudeste ,Minas Gerais ,Santa Rita de Jacutinga ,3159308,909,443,24,293,11,115,0,0,466,37,303,20,106,0,0
2956,Sudeste ,Minas Gerais ,Santa Rita de Minas ,3159357,1276,598,49,154,40,346,9,0,678,62,185,35,391,5,0
2957,Sudeste ,Minas Gerais ,Santa Rita do Itueto ,3159506,1304,653,112,151,11,377,1,1,651,127,132,10,380,2,0
2958,Sudeste ,Minas Gerais ,Santa Rita do Sapucaí ,3159605,9664,4664,150,3167,202,1138,7,0,5000,142,3460,201,1186,11,0
2959,Sudeste ,Minas Gerais ,Santa Rosa da Serra ,3159704,789,365,21,135,22,186,0,1,424,15,172,16,221,0,0
2960,Sudeste ,Minas Gerais ,Santa Vitória ,3159803,4237,2141,75,827,97,1137,4,1,2096,77,845,58,1113,3,0
2961,Sudeste ,Minas Gerais ,Santana da Vargem ,3158300,1365,690,12,372,61,245,0,0,675,13,350,71,241,0,0
2962,Sudeste ,Minas Gerais ,Santana de Cataguases ,3158409,597,291,214,49,4,24,0,0,306,241,40,4,21,0,0
2963,Sudeste ,Minas Gerais ,Santana de Pirapama ,3158508,1118,562,167,109,15,270,1,0,556,181,92,17,265,0,1
2964,Sudeste ,Minas Gerais ,Santana do Deserto ,3158607,771,372,166,75,38,92,1,0,399,183,50,33,133,0,0
2965,Sudeste ,Minas Gerais ,Santana do Garambéu ,3158706,400,201,46,63,7,85,0,0,199,43,73,6,76,1,0
2966,Sudeste ,Minas Gerais ,Santana do Jacaré ,3158805,756,367,124,113,5,125,0,0,389,144,117,4,124,0,0
2967,Sudeste ,Minas Gerais ,Santana do Manhuaçu ,3158904,1771,907,63,260,54,529,1,0,864,91,241,39,489,3,1
2968,Sudeste ,Minas Gerais ,Santana do Paraíso ,3158953,5951,2929,893,466,186,1369,14,1,3022,847,507,186,1471,10,1
2969,Sudeste ,Minas Gerais ,Santana do Riacho ,3159001,1026,471,27,140,22,281,1,0,555,27,149,24,355,0,0
2970,Sudeste ,Minas Gerais ,Santana dos Montes ,3159100,602,276,69,104,13,90,0,0,326,77,142,15,90,1,1
2971,Sudeste ,Minas Gerais ,Santo Antônio do Amparo ,3159902,3453,1712,282,373,105,943,9,0,1741,312,358,109,952,9,1
2972,Sudeste ,Minas Gerais ,Santo Antônio do Aventureiro ,3160009,682,339,31,170,50,88,0,0,343,21,158,67,96,1,0
2973,Sudeste ,Minas Gerais ,Santo Antônio do Grama ,3160108,1003,473,21,125,36,290,1,0,530,8,128,45,345,3,1
2974,Sudeste ,Minas Gerais ,Santo Antônio do Itambé ,3160207,886,428,155,8,23,237,4,1,458,171,13,21,249,4,0
2975,Sudeste ,Minas Gerais ,Santo Antônio do Jacinto ,3160306,2405,1168,88,238,29,808,2,3,1237,107,299,19,812,0,0
2976,Sudeste ,Minas Gerais ,Santo Antônio do Monte ,3160405,5238,2696,332,1555,87,716,3,3,2542,353,1450,83,646,9,1
2977,Sudeste ,Minas Gerais ,Santo Antônio do Retiro ,3160454,1500,753,223,203,5,321,1,0,747,254,167,5,321,0,0
2978,Sudeste ,Minas Gerais ,Santo Antônio do Rio Abaixo ,3160504,395,208,31,44,4,126,3,0,187,23,40,8,114,2,0
2979,Sudeste ,Minas Gerais ,Santo Hipólito ,3160603,518,260,32,38,24,166,0,0,258,31,41,18,163,4,1
2980,Sudeste ,Minas Gerais ,Santos Dumont ,3160702,8583,4203,241,2006,479,1464,11,2,4380,260,1978,501,1623,13,5
2981,Sudeste ,Minas Gerais ,São Bento Abade ,3160801,1149,551,188,76,31,255,1,0,598,223,82,30,260,3,0
2982,Sudeste ,Minas Gerais ,São Brás do Suaçuí ,3160900,906,436,17,144,33,242,0,0,470,13,148,47,262,0,0
2983,Sudeste ,Minas Gerais ,São Domingos das Dores ,3160959,1456,733,25,300,8,392,8,0,723,24,292,14,386,7,0
2984,Sudeste ,Minas Gerais ,São Domingos do Prata ,3161007,3130,1545,110,325,153,954,3,0,1585,107,329,165,983,1,0
2985,Sudeste ,Minas Gerais ,São Félix de Minas ,3161056,823,421,56,102,12,251,0,0,402,43,90,14,255,0,0
2986,Sudeste ,Minas Gerais ,São Francisco ,3161106,12480,6115,356,862,438,4423,27,9,6365,400,820,470,4646,22,7
2987,Sudeste ,Minas Gerais ,São Francisco de Paula ,3161205,1160,573,31,278,29,233,2,0,587,24,274,38,251,0,0
2988,Sudeste ,Minas Gerais ,São Francisco de Sales ,3161304,1244,624,26,293,26,278,1,0,620,33,273,17,297,0,0
2989,Sudeste ,Minas Gerais ,São Francisco do Glória ,3161403,814,424,9,208,31,176,0,0,390,14,202,22,151,1,0
2990,Sudeste ,Minas Gerais ,São Geraldo ,3161502,1747,913,118,381,51,359,3,1,834,90,326,58,359,0,1
2991,Sudeste ,Minas Gerais ,São Geraldo da Piedade ,3161601,686,326,84,42,20,180,0,0,360,109,37,25,188,1,0
2992,Sudeste ,Minas Gerais ,São Geraldo do Baixio ,3161650,698,347,57,46,13,228,3,0,351,84,72,4,190,1,0
2993,Sudeste ,Minas Gerais ,São Gonçalo do Abaeté ,3161700,1164,579,32,164,25,357,1,0,585,40,168,20,354,2,1
2994,Sudeste ,Minas Gerais ,São Gonçalo do Pará ,3161809,2459,1202,108,536,65,490,2,1,1257,102,572,61,520,2,0
2995,Sudeste ,Minas Gerais ,São Gonçalo do Rio Abaixo ,3161908,2913,1451,177,284,122,856,7,5,1462,180,300,130,837,14,1
2996,Sudeste ,Minas Gerais ,São Gonçalo do Rio Preto ,3125507,656,338,96,60,23,157,2,0,318,82,64,10,161,1,0
2997,Sudeste ,Minas Gerais ,São Gonçalo do Sapucaí ,3162005,5026,2451,514,1277,92,565,2,1,2575,565,1282,92,628,5,3
2998,Sudeste ,Minas Gerais ,São Gotardo ,3162104,10007,5099,983,1539,159,2385,28,5,4908,852,1466,155,2393,37,5
2999,Sudeste ,Minas Gerais ,São João Batista do Glória ,3162203,1347,625,63,425,10,127,0,0,722,78,482,10,152,0,0
3000,Sudeste ,Minas Gerais ,São João da Lagoa ,3162252,940,448,2,99,6,341,0,0,492,2,113,11,365,1,0
3001,Sudeste ,Minas Gerais ,São João da Mata ,3162302,528,253,35,186,4,26,2,0,275,40,203,6,26,0,0
3002,Sudeste ,Minas Gerais ,São João da Ponte ,3162401,4747,2193,354,309,119,1406,4,1,2554,403,374,164,1603,9,1
3003,Sudeste ,Minas Gerais ,São João das Missões ,3162450,4424,2158,138,84,9,290,5,1632,2266,172,76,14,292,1,1711
3004,Sudeste ,Minas Gerais ,São João del Rei ,3162500,17883,8983,1241,4163,638,2922,14,5,8900,1342,4080,597,2864,14,3
3005,Sudeste ,Minas Gerais ,São João do Manhuaçu ,3162559,2803,1357,294,556,25,481,1,0,1446,312,555,32,541,5,1
3006,Sudeste ,Minas Gerais ,São João do Manteninha ,3162575,1029,526,27,101,14,383,1,0,503,25,68,14,391,5,0
3007,Sudeste ,Minas Gerais ,São João do Oriente ,3162609,1419,699,7,289,34,365,4,0,720,11,276,14,413,6,0
3008,Sudeste ,Minas Gerais ,São João do Pacuí ,3162658,865,430,96,42,14,274,4,0,435,104,42,16,270,3,0
3009,Sudeste ,Minas Gerais ,São João do Paraíso ,3162708,4288,2105,312,515,15,1261,2,0,2183,334,479,19,1350,1,0
3010,Sudeste ,Minas Gerais ,São João Evangelista ,3162807,4033,2164,179,362,74,1548,1,0,1869,154,309,52,1351,2,1
3011,Sudeste ,Minas Gerais ,São João Nepomuceno ,3162906,5232,2556,727,1055,242,527,5,0,2676,761,1129,243,535,6,2
3012,Sudeste ,Minas Gerais ,São Joaquim de Bicas ,3162922,7506,3668,419,834,215,2159,18,23,3838,488,839,238,2239,16,18
3013,Sudeste ,Minas Gerais ,São José da Barra ,3162948,1480,740,238,324,18,160,0,0,740,228,367,19,126,0,0
3014,Sudeste ,Minas Gerais ,São José da Lapa ,3162955,6314,3056,700,489,169,1682,11,5,3258,747,534,198,1753,18,8
3015,Sudeste ,Minas Gerais ,São José da Safira ,3163003,872,433,60,45,29,296,3,0,439,56,46,35,297,5,0
3016,Sudeste ,Minas Gerais ,São José da Varginha ,3163102,816,373,95,108,12,158,0,0,443,80,142,8,213,0,0
3017,Sudeste ,Minas Gerais ,São José do Alegre ,3163201,817,410,8,301,12,89,0,0,407,7,296,18,86,0,0
3018,Sudeste ,Minas Gerais ,São José do Divino ,3163300,768,377,1,61,2,312,1,0,391,0,58,1,331,1,0
3019,Sudeste ,Minas Gerais ,São José do Goiabal ,3163409,1088,577,38,130,77,330,2,0,511,17,105,71,318,0,0
3020,Sudeste ,Minas Gerais ,São José do Jacuri ,3163508,1216,579,34,85,14,445,1,0,637,24,89,15,509,0,0
3021,Sudeste ,Minas Gerais ,São José do Mantimento ,3163607,691,365,6,160,18,181,0,0,326,4,149,19,153,1,0
3022,Sudeste ,Minas Gerais ,São Lourenço ,3163706,9069,4494,138,3169,200,981,4,2,4575,109,3277,187,997,2,3
3023,Sudeste ,Minas Gerais ,São Miguel do Anta ,3163805,1160,557,26,183,49,295,4,0,603,29,201,54,315,4,0
3024,Sudeste ,Minas Gerais ,São Pedro da União ,3163904,865,402,274,115,1,12,0,0,463,310,125,2,26,0,0
3025,Sudeste ,Minas Gerais ,São Pedro do Suaçuí ,3164100,1161,596,13,82,21,480,0,0,565,21,76,17,451,0,0
3026,Sudeste ,Minas Gerais ,São Pedro dos Ferros ,3164001,1350,649,175,114,50,309,0,1,701,187,111,56,345,2,0
3027,Sudeste ,Minas Gerais ,São Romão ,3164209,1760,898,103,105,139,549,1,1,862,81,105,101,573,2,0
3028,Sudeste ,Minas Gerais ,São Roque de Minas ,3164308,1346,682,78,382,16,206,0,0,664,90,363,22,189,0,0
3029,Sudeste ,Minas Gerais ,São Sebastião da Bela Vista ,3164407,1363,706,11,493,22,180,0,0,657,13,467,21,156,0,0
3030,Sudeste ,Minas Gerais ,São Sebastião da Vargem Alegre ,3164431,735,363,170,145,4,43,0,1,372,196,134,4,37,1,0
3031,Sudeste ,Minas Gerais ,São Sebastião do Anta ,3164472,1348,677,80,135,9,453,0,0,671,83,141,12,435,0,0
3032,Sudeste ,Minas Gerais ,São Sebastião do Maranhão ,3164506,1915,950,93,135,16,705,1,0,965,103,139,18,704,1,0
3033,Sudeste ,Minas Gerais ,São Sebastião do Oeste ,3164605,1872,944,16,424,40,463,0,1,928,9,397,38,480,4,0
3034,Sudeste ,Minas Gerais ,São Sebastião do Paraíso ,3164704,14114,6986,876,4179,216,1708,2,5,7128,833,4227,242,1810,14,2
3035,Sudeste ,Minas Gerais ,São Sebastião do Rio Preto ,3164803,303,155,7,55,4,89,0,0,148,6,43,3,96,0,0
3036,Sudeste ,Minas Gerais ,São Sebastião do Rio Verde ,3164902,452,207,2,157,1,47,0,0,245,5,189,3,48,0,0
3037,Sudeste ,Minas Gerais ,São Tiago ,3165008,2097,1034,57,479,97,401,0,0,1063,53,500,85,425,0,0
3038,Sudeste ,Minas Gerais ,São Tomás de Aquino ,3165107,1500,782,13,370,23,375,1,0,718,16,364,20,316,2,0
3039,Sudeste ,Minas Gerais ,São Tomé das Letras ,3165206,1284,607,51,337,25,194,0,0,677,54,381,30,212,0,0
3040,Sudeste ,Minas Gerais ,São Vicente de Minas ,3165305,1190,596,7,186,90,310,1,2,594,5,213,70,304,2,0
3041,Sudeste ,Minas Gerais ,Sapucaí-Mirim ,3165404,1276,617,57,512,10,37,0,1,659,44,570,8,37,0,0
3042,Sudeste ,Minas Gerais ,Sardoá ,3165503,1055,522,19,97,18,384,4,0,533,26,113,9,377,8,0
3043,Sudeste ,Minas Gerais ,Sarzedo ,3165537,8136,3953,463,973,272,2225,18,2,4183,519,1034,257,2360,10,3
3044,Sudeste ,Minas Gerais ,Sem-Peixe ,3165560,433,224,54,54,14,102,0,0,209,39,60,11,99,0,0
3045,Sudeste ,Minas Gerais ,Senador Amaral ,3165578,1714,842,64,594,9,175,0,0,872,69,621,12,170,0,0
3046,Sudeste ,Minas Gerais ,Senador Cortes ,3165602,535,264,113,48,46,56,1,0,271,119,58,46,48,0,0
3047,Sudeste ,Minas Gerais ,Senador Firmino ,3165701,1565,719,43,389,29,258,0,0,846,70,456,22,298,0,0
3048,Sudeste ,Minas Gerais ,Senador José Bento ,3165800,255,112,2,90,3,17,0,0,143,0,111,7,25,0,0
3049,Sudeste ,Minas Gerais ,Senador Modestino Gonçalves ,3165909,861,420,309,16,5,88,2,0,441,349,13,3,75,1,0
3050,Sudeste ,Minas Gerais ,Senhora de Oliveira ,3166006,987,505,49,169,37,248,2,0,482,64,147,24,243,2,2
3051,Sudeste ,Minas Gerais ,Senhora do Porto ,3166105,673,342,49,36,32,225,0,0,331,44,52,44,191,0,0
3052,Sudeste ,Minas Gerais ,Senhora dos Remédios ,3166204,1431,688,25,469,22,172,0,0,743,37,493,28,184,1,0
3053,Sudeste ,Minas Gerais ,Sericita ,3166303,1460,719,17,233,25,442,0,2,741,24,232,26,458,1,0
3054,Sudeste ,Minas Gerais ,Seritinga ,3166402,313,152,33,90,1,28,0,0,161,33,103,0,25,0,0
3055,Sudeste ,Minas Gerais ,Serra Azul de Minas ,3166501,1287,629,96,36,158,338,0,1,658,122,30,136,368,2,0
3056,Sudeste ,Minas Gerais ,Serra da Saudade ,3166600,114,51,9,27,0,14,1,0,63,13,33,0,17,0,0
3057,Sudeste ,Minas Gerais ,Serra do Salitre ,3166808,2937,1501,214,549,59,677,1,1,1436,274,501,53,603,5,0
3058,Sudeste ,Minas Gerais ,Serra dos Aimorés ,3166709,1841,925,18,119,39,748,0,1,916,17,117,36,746,0,0
3059,Sudeste ,Minas Gerais ,Serrania ,3166907,1462,684,16,469,49,150,0,0,778,15,502,66,194,1,0
3060,Sudeste ,Minas Gerais ,Serranópolis de Minas ,3166956,923,446,108,74,19,245,0,0,477,109,83,18,266,1,0
3061,Sudeste ,Minas Gerais ,Serranos ,3167004,309,153,9,101,5,38,0,0,156,19,89,3,45,0,0
3062,Sudeste ,Minas Gerais ,Serro ,3167103,4857,2520,239,273,156,1840,11,1,2337,189,287,146,1696,18,1
3063,Sudeste ,Minas Gerais ,Sete Lagoas ,3167202,45960,22743,3234,5388,1031,12984,84,22,23217,3554,5544,959,13086,60,14
3064,Sudeste ,Minas Gerais ,Setubinha ,3165552,2846,1378,16,66,62,1232,1,1,1468,27,71,50,1319,1,0
3065,Sudeste ,Minas Gerais ,Silveirânia ,3167301,426,211,2,127,7,75,0,0,215,2,112,8,93,0,0
3066,Sudeste ,Minas Gerais ,Silvianópolis ,3167400,967,477,33,294,17,132,1,0,490,43,307,13,126,1,0
3067,Sudeste ,Minas Gerais ,Simão Pereira ,3167509,506,237,20,74,47,95,1,0,269,14,85,41,129,0,0
3068,Sudeste ,Minas Gerais ,Simonésia ,3167608,4000,1969,113,600,63,1180,12,1,2031,130,614,59,1219,9,0
3069,Sudeste ,Minas Gerais ,Sobrália ,3167707,1015,492,21,101,18,352,0,0,523,37,91,14,379,2,0
3070,Sudeste ,Minas Gerais ,Soledade de Minas ,3167806,976,491,29,324,6,132,0,0,485,14,326,13,132,0,0
3071,Sudeste ,Minas Gerais ,Tabuleiro ,3167905,669,342,32,179,38,93,0,0,327,20,177,33,97,0,0
3072,Sudeste ,Minas Gerais ,Taiobeiras ,3168002,7123,3532,294,1061,81,2085,10,1,3591,223,1063,96,2198,9,2
3073,Sudeste ,Minas Gerais ,Taparuba ,3168051,654,337,134,100,11,92,0,0,317,124,82,8,102,1,0
3074,Sudeste ,Minas Gerais ,Tapira ,3168101,1097,513,60,271,8,172,1,1,584,66,301,11,206,0,0
3075,Sudeste ,Minas Gerais ,Tapiraí ,3168200,262,123,12,69,7,33,2,0,139,9,90,2,38,0,0
3076,Sudeste ,Minas Gerais ,Taquaraçu de Minas ,3168309,897,399,110,125,23,141,0,0,498,100,162,46,190,0,0
3077,Sudeste ,Minas Gerais ,Tarumirim ,3168408,2285,1144,33,382,34,693,2,0,1141,33,418,35,652,3,0
3078,Sudeste ,Minas Gerais ,Teixeiras ,3168507,2078,1014,42,418,76,477,1,0,1064,34,414,92,521,1,2
3079,Sudeste ,Minas Gerais ,Teófilo Otoni ,3168606,29797,14922,1113,2902,878,9983,39,7,14875,1088,2813,829,10119,21,5
